text,emocion
"Que si uno se emociona por estas acciones en Venezuela Sí, 👍🏼 que podemos cantar victoria y celebrar antes de sacar o matar al dictador No. 👎🏼 #Venezuela 🇻🇪 Hay que continuar apoyando a USER está arriesgando el todo por el todo. Es nuestro país coño!",ira
"USER Infeliz hasta cuándo se aferra al poder, ya es hora q el pueblo y todos se levanten #VenezuelaLibre",tristeza
"El fuego que se desató el lunes por la tarde en la Catedral de Notre Dame de #París está ""bajo control, parcialmente extinguido"", informaron los medios de comunicación locales. #Francia #NotreDame #NotreDamefire https://t.co/XMllrVvxvE",otra
El sigarrito de después del capitulazo que nos acabamos de tragar ostia puta #GamefThrones #JuegoDeTronos,alegria
"Estoy fascinada...no sé si quiere seguidores,si es que es masoquista o que se dio un golpe de pequeña ...me haría gracia si no fuera tan triste ... me recuerda a lo de Froilán cuando se pegó un tiro en el pie¿Os acordáis? #ElecccionesGenerales28A https://t.co/Quapxhqzk4",alegria
Enhorabuena al USER por ser justos campeones de #LaLiga 2018/2019.,otra
¡A mi si me gusta ver fotos de sus chiquitos! #DiaDelNiño #FelizDiaDelNino #Venezuela,alegria
Solo Nosotros te podemos Garantizar GANANCIAS Afíliate 🌟VIP🌟 ⚽ #LaLiga #Bundesliga #PremierLeague #RuletaActiva 🏀 #NBAPlayoffs ⚾ #MLB 🏒 #NHLPlayoffs #StanleyCup 🍀 #Lotería 🏇 #Hipismo 🇻🇪🇺🇸 💰 #Parley Tenemos un plan para que ganes dinero TODOS LOS DÍAS CON GARANTÍA https://t.co/zQDybokqlP,otra
" USER No sé porqué pero no puedo subir fotos 😭 Pero mi libro favorito es ""las ventajas de ser invisible"" porque me identifico mucho con Charlie ❤🙌 #DiadelLibro",otra
Gritando fuerte para frenar el #CambioClimático. Pelos de punta y un mínimo de esperanza. 🌱 #15MClimatic #FridayForFuture #GretaThunberg #15MClimatico Gracias USER por iniciar esta #revolucion. 🌏 https://t.co/Xe8talMl29,otra
Go-la-zo de #Messi De otro planeta. #ChampionsxFOX #ChampionsLeague USER ,sorpresa
El grito de los jóvenes contra el cambio climático se convierte en global #GretaThunberg #CambioClimático USER USER #Clima #CalentamientoGlobal USER #FridaysForFuture USER https://t.co/bfM3YRmPyI vía USER ,otra
"Ella mato caminantes con su arco, lucho con un arma diseñada por ella misma, sobrevivió a los caminantes dentro se Wintterfel Y HASTA MATO AL REY DE LA NOCHE!!! Y que hizo Jon? Se intentó dejar matar #AryaStark #JuegodeTronos #GameOfThrones https://t.co/COGfuRX3fV",asco
Puta locura de capitulo. Lo mejor que he visto pero con diferencia #JuegoDeTronos,alegria
— Arya: “Dijiste que nos encontraríamos de nuevo”. — Melisandre: “Y aquí estamos. En el fin del mundo”. Así empieza la conversación clave del capítulo de #JuegoDeTronos #NotToday https://t.co/KXAaudTjsp,otra
La catedral de Notre Dame ha quedado devastada por las llamas. Desde DEKRA Industrial mostramos nuestra preocupación y tristeza por lo ocurrido. #notredame #parís #salvaguarda #patrimoniocultural #bienesdeinteréscultural https://t.co/AhgPWKEREg,tristeza
"Temos que seguir construyendo una sociedad con conciencia de clase, feminista, antirracista. Pero desde el centro no van a construir las periferias. “Las herramientas del amo nunca desmontarán la casa del amo” #ElecccionesGenerales28A #CarneCruda28A",otra
USER Solo basto la entrada de Messi para que desequilibrar al Levante y así anotar el gol de la victoria que les da el campeonato de Liga 2018-2019! #Campions #LaLiga #VisçaBarça https://t.co/8p9h5owQND,alegria
"""Hay grandes libros en el mundo y grandes mundos en los libros"". ¡Feliz #DiaDelLibro! 🌎📚",alegria
USER la dificultad de hacer encuestas con un 10% de personas que deciden su voto el último día #ElecccionesGenerales28A,otra
"Cualquiera graba ahora el video, a ver si encuentro las fuerzas #GameofThrones #JuegodeTronos #BattleOfWinterfell",otra
"#ElecccionesGenerales28A han ganado las elecciones aquellos que no respetan nuestra bandera y atentan contra los españoles como son los indepentistas catalanes y los etarras sucios. Es un periodo malo para el PP, pero de aquí a 2 AÑOS volveran y ESPAÑA 🇪🇸 será la que era.",ira
No hay nada como la emoción de leer un libro nuevo y poder viajar entre las historias de sus páginas. #DíaDelLibro📚📖 #ViveContreras #HaciendoComunidad https://t.co/FM3R1xb4xU,alegria
USER DE AQUI SALE EL CAMPEON DE LA #ChampionsLeague #WeAreLiverpool #ForeverRed,alegria
"#DiaDelLibro quiero recomendarles una narrativa franca, a veces cruda, plagada de situaciones conmovedoras de un gran amigo y escritor USER su libro BAJO LOS PIES DE JUDAS https://t.co/eNHViUjs1h",otra
#LaLiga | 14' Tarjeta amarilla a Ivan Rakitic; se perderá el #CeltaBarça por acumulación de tarjetas USER 0-0 USER #ENVIVO ⚽ https://t.co/AGiaY4aFbm https://t.co/VoFReiyAos,otra
"USER eres una bolsa,desgracia para el uniforme, que te tienen que escribir lo que vas a decir, tus amos desde el Imperio Cubano. Traidor a la patria, te sale paredón al mejor estilo Cubano #VenezuelaLibre https://t.co/sd5fGDFcr2",ira
¡Final de la primera mitad! Barcelona está derrotando 1-0 a Liverpool en las semifinales de la #ChampionsLeague #ChampionsCooperativa https://t.co/r2qaZFKLhY,otra
"Miro las fotos de mi viaje, los recuerdos que tengo en y de ese lugar. Qué triste estar perdiendo más de 800 años de historia. #NotreDame 😕",tristeza
"Coincido con el gran Stephen King, porque amamos la buena lectura #DiaDelLibro https://t.co/6c0LQZzDkf",otra
"El capítulo me ha dejado un buenísimo sabor de boca y al final lo he disfrutado muchísimo, pero eso no quita que haya habido pequeños detalles que me han decepcionado un poco #juegodetronos #GameofThrones",alegria
Messi recibió emotivos regalos antes de enfrentar al Liverpool por la #ChampionsLeague https://t.co/y7zsfkjE42 https://t.co/cowI8cgVjO,otra
Más que lista para ver Liverpool - Barcelona #ChampionsLeague,alegria
"5 escaños tiene bildu, los terroristas. Es para cagarse. #ElecccionesGenerales28A",ira
Los estudiantes se niegan a quedarse sin planeta. Es esperanzador que los jóvenes esta vez se adelanten a los politicos en la #Huelga15M #ContraElCambioClimatico #GretaThunberg https://t.co/eSzeW38y6f,alegria
"Fuente me confirma que USER no solicitó asilo en la embajada de #Chile, está en calidad de huésped. Diversos colegas hablan de negociaciones con el régimen para el cese de la usurpación en #Venezuela y el establecimiento de un Gob. de transición",otra
¡EL REY DE #LaLiga! ¡10 títulos para Leo Messi en 15 campeonatos españoles disputados defendiendo la camiseta del Barcelona!,alegria
Por Dios!!!!! Que el mundo lo vea!!! Así son los gobiernos populistas!!!! Dios nos libre que vuelvan las mierdas a la argentina. #venezuela rezamos por ustedes!!! #TodaVenezuelaALaCalle https://t.co/7MLqod10M5,asco
"Ustedes que andan tan preocupados por que se quemo la catedral de #Notredame, por fas no se les ocurra ir en estos días, que la #CatedraldeTabasco es de lo único chido que nos queda y por sus pecados eso puede arder demonios. 😁😂",otra
Y ya solo falta que Jon Nieve gane al señor de la noche y que no pacte con los Lannister por el trono de hierro #28A #JuegodeTronos 😂😂,otra
USER los mismos que incendiaron #NotreDame.... solo a USER le sirve esa tragedia porque al mundo le han hecho gran daño.,tristeza
"Feliz día del libro, y sean todos bienvenidos porque hay para todos los gustos. Siempre lleven un libro con ustedes.. #díadellibro https://t.co/FGjcnnSsJl",alegria
Jóvenes mexicanos reunidos hoy por #FridayForFuture #GretaThunberg https://t.co/7teZQgNGtM,otra
El mejor futbolista que todos los que están leyendo esto han visto. Que cosa #ChampionsLeague https://t.co/i0sJGdXyEe,sorpresa
#ElecccionesGenerales28A No sé qué me pasa pero estoy así tras los resultados… https://t.co/s5T8S9KQL4,otra
"Hoy quiero felicitar a uno de mis escritores favoritos,un ejemplo de tenacidad y constancia de como seguir escribiendo aunque nadie te lea mi querido USER #elProfetaAMLO #DiaDelLibro #DiaInternacionalDelLibro #maslibrosAMLO",alegria
Hoy día grandioso además del #DiaDelLibro también es el día de la #germanbeerday en Alemania. 😊😊😊😊😊🤤 https://t.co/3WfKh3XHmQ,alegria
"USER USER Si difícil de analizar después del 3-0. Pero analizando los primeros 20 minutos del segundo tiempo, estaba en excelente posición el Liverpool y parecía cuestión de tiempo para el empate. #ChampionsLeague #BarcaLiverpool",otra
"""Un símbolo de la cristiandad arderá en fuego purificador"": Esta fue la predicción de Nostradamus sobre el incendio en #NotreDame ¿Extraña coincidencia? https://t.co/TWffjLk2uE",sorpresa
"#DíadelLibro en USER recuerda mujeres científicas españolas de las que, paradójicamente, apenas hay #LibrosMujerYCiencia Los futuros #libros sobre ellas deben nutrirse de los documentos de los #Archivos ¡Que no caigan más en el olvido! +Info👉https://t.co/mRwPvdkPhO #CIDA https://t.co/APxZr0qdb1",otra
"Una barbaridad se mire cómo se mire el 8x03 de #JuegodeTronos. Se le pueden poner pegas, claro, pero es tan brutal lo que han hecho que sería buscarle los tres pies al gato.",sorpresa
"#DíaDelLibro La lectura nos permite conocer el pasado, comprender el presente y proyectar el futuro. Alimenta la imaginación y potencia la curiosidad, nos impulsa a perseguir nuestros sueños. Un refugio que invita a sumergirnos en mundos infinitos, cuando este nos agobia.",otra
"Hace dos días contaba orgulloso que estuvo 20 años empuñando las armas (solo por amor claro está) 😂 Sigue defendiendo al tirano, bajo cualquier argumento, y haciéndose el huevón. Esto sí ya no tiene nombre!! #PetroEsElMaduroColombiano #Venezuela #OPERACIONLIBERTAD #30Abr https://t.co/6wfC9k0z0G",ira
"La putada de lo perdido, es el impacto en el turismo que pueda acarrear para Paris, que si apenas sufrió una perdida de turistas de un ridiculo 1% tras los atentados... No creo que tras el incendio de #NotreDame sea significativo para la ciudad",tristeza
"USER Y nombrar a #GretaThunberg la presidenta del mundo mundial. Di si al sufragio infantil, activo y pasivo.",otra
#JuegoDeTronos: estas son 5 lecciones para mejorar tu vida personal y profesional con enseñanzas encontradas en la serie. https://t.co/03R2z9RO4U,otra
"Señoras y señores, lo conseguimos. Hoy hemos parado a la España más rancia y casposa, gracias a todos. #ElecccionesGenerales28A",alegria
"Increíble #JuegodeTronos, puedes intentar contarlo a la gente pero esto solo se entiende si lo ves. Lo mejor que he visto nunca",alegria
#Barcelona | Los culés se proclamaron campeones de #LaLiga tras vencer 1 – 0 al USER con una gran intervención del capitán Lionel #Messi. https://t.co/fonjsgGM1o,otra
"El discursito de #Abascal, USER Ha sido de puta pena. La lógica, como su moral: por ningún lado #ElecccionesGenerales28A #Elecciones2019 #28AUnidasPodemos #28A",otra
Vivo entre las ganas de leer sobre las #ElecccionesGenerales28A y el miedo de encontrarme con un spoiler de #GameOfThornes y la #Winterfellbattle https://t.co/tP09VrgZ2h,miedo
"#NotreDameEnLlamas LA TRISTEZA DE PARIS, POR VER SU CATEDRAL EN LLAMAS, ES. MUY TRISTE, MI HUMILDE TRIBUTO...#NotreDame #PARIS . https://t.co/3X76PXRDdm",tristeza
"Los ecologistas se han valido de todo en su ideología fatalista. Primero las ballenas, ahora los niños. Es irresponsable la campaña con la impávida e inexpresiva jovencita sueca #GretaThunberg",ira
"Y recomendación: en época de emisión de una serie, dejad de seguir al elenco y demás involucrados en redes sociales, porque os vais a comer los spoilers #Juegodetronos",ira
Mientras realizamos nuestro trabajo por la seguridad de tod USER seguimos recibiendo insultos y humillaciones. Mucho ánimo a l USER compañer USER #EquiparacionYa #ILPJusapol #ElecccionesGenerales28A USER USER USER USER #28A https://t.co/zKLlxh26wM,otra
"#NotreDame es una gran pérdida para todos. Pero al menos no hay que lamentar pérdidas humanas. Eso al menos es un consuelo, aunque el daño del incendio es una pena.",tristeza
Menos mal que están las semifinales de la #ChampionsLeague porque ya no puede uno con tanta tontería y mediocridad. ¡Voy Liverpool!,otra
En mi humilde opinión sobre el incendio de la Catedral de #NotreDame comentaré que es otra evidencia de lo implacable que son los principios termodinámicos. La entropía no perdona nada.,otra
Ya listo para seguir festejando el #DíaDelLibro 😎 USER / USER https://t.co/TWDq9Ex6gz,alegria
"🇫🇷 Una verdadera pena :( 🇫🇷 https://t.co/vPtqJ153Vb Hace pocos meses pude ver con mis propios ojos #NotreDame de París, una verdadera pena lo que sucedió el día de hoy! #NotreDameFire #Josetico",tristeza
USER Esta imagen me resultó fantástica #NotreDame https://t.co/ThyILQyQWe,alegria
"Me toca estar DISTANTE, PERO JAMAS AUSENTE..... #VENEZUELA",otra
EL REY DE #LaLiga! ¡10 títulos para Leo Messi en 15 campeonatos españoles disputados defendiendo la camiseta del Barcelona! https://t.co/Bs2414S6Zt,alegria
USER Gracias por la donación que seguramente efectuarà para reconstruir #NotreDame,alegria
"#EstiloyVida #GretaThunberg, podría convertirse en la persona más joven en ser reconocida como #NobelDeLaPaz, gracias a su lucha contra el #CambioClimático. ‼️🤩⬇️ https://t.co/oAXHEqKrgz",otra
Celebrando el #diadellibro con dos de mi más recientes obras #loselefantesnovuelan y #lazanahoriaeslodemenos gracias a quienes los leen y a quienes los recomiendan. https://t.co/qgdUyvA2xR,alegria
Bueno pues ya termino la #ChampionsLeague ahí nos vemos el siguiente torneo,otra
"USER USER Ayer, mi hijo me preguntó: “Entre salvar un hombre aleatorio y #NotreDame u otro monumento equivalente, ¿qué elegirías?” Todavía se me encoge el alma por el segundo que tardé en contestar. Pero creo que merece la pena arriesgar la vida por salvar algunas Cosas. (Con mayúsculas).",alegria
Buen día amigos. Recuerden que pueden utilizar este fin de semana para preparar los carteles que llevarán a la marcha. Todo debe ser con material reciclado ♻️ como cartón o tela. Nos vemos el viernes! 💚 #FridaysForFutureMx #FridaysforFuture #FelizSabado #GretaThunberg,otra
"en colombia ya habrían habido como 5 tarjetas amarillas, y si juega millos sancionado el campin por un año. #ChampionsLeague",otra
Min.88 [1-0] Se ha revisado en el VAR un posible penalti por manos de Arias. No se concede. #LaLiga,otra
Quien más amo el dúo de Jamie y Brianne 🥺💞? #GameofThrones #JuegodeTronos,otra
"#ElecccionesGenerales28A madre mía, el país parece ser que se va a la mierda...",sorpresa
"Tenemos un paquete de 10 libros esperando por ti 😏. ¿Los quieres?, aquí todos los detalles para obtenerlos 👇🏼 #DíaDelLibro USER https://t.co/Bq51Tw2mw4… https://t.co/6oa1SK51mr",otra
"Mañana primero de mayo Venezuela se concentra en la mayor manifestación de repudio y rechazo al usurpador Maduro. Hoy pensó irse, hay que terminar de convencerlo. Adelante!! #VenezuelaLibre",asco
y si dejamos de comernos la cabeza y nos comemos la boca? estaria bien no? #frases #tumblr #NotreDame,otra
"¡Ha llegado el momento de actuar! Los esperamos cada viernes a las 16:00 PM, en el parque central. Entre más personas decidan unirse; El impacto será aún mejor. ¡Por nuestro hogar, Por nuestro futuro! #fridays4future #fridaysforfuture #globalclimatestrike #gretathunberg #mexico🇲🇽 https://t.co/pSjj6uPyAt",otra
"¡Hoy celebramos con todos los lectores, autores, editores, y con todos los amantes de las letras el #DiaDelLibro! Continuamos trabajando en pro de la cultura escrita y de los derechos de los creadores. 📚😍 #DiaInternacionalDelLibro https://t.co/wpbBX03K56",alegria
Superado 50% del escrutinio la victoria del #PSOE es aplastante y el descalabro del #PP histórico.Los socialistas podrían gobernar con #Ciudadanos o con #UP y apoyos de #PNV. #Vox no vería cumplidas sus expectativas #ElecccionesGenerales28A #Elecciones28A #28A #CanalSur28A https://t.co/wjF83f1GTo,alegria
